1976,missouri,60.5
1977,missouri,61.6
1978,missouri,63.1
1979,missouri,63.6
1980,missouri,63.7
1981,missouri,63.5
1982,missouri,62.8
1983,missouri,63.1
1984,missouri,63.3
1985,missouri,64.0
1986,missouri,65.0
1987,missouri,66.0
1988,missouri,66.0
1989,missouri,67.0
1990,missouri,67.9
1991,missouri,67.8
1992,missouri,67.4
1993,missouri,67.3
1994,missouri,68.1
1995,missouri,69.5
1996,missouri,70.3
1997,missouri,70.9
1998,missouri,71.0
1999,missouri,70.2
2000,missouri,70.1
2001,missouri,70.5
2002,missouri,69.4
2003,missouri,68.8
2004,missouri,68.3
2005,missouri,68.1
2006,missouri,67.5
2007,missouri,67.7
2008,missouri,67.2
2009,missouri,66.8
2010,missouri,65.7
2011,missouri,65.6
2012,missouri,64.7
2013,missouri,64.3
2014,missouri,64.3
2015,missouri,64.6
2016,missouri,64.7
2017,missouri,64.1
2018,missouri,63.7
2019,missouri,63.7
2020,missouri,64.0
2021,missouri,62.6
2022,missouri,62.4
2023,missouri,62.7
2024,missouri,63.1
