1976,florida,55.8
1977,florida,54.9
1978,florida,56.3
1979,florida,57.3
1980,florida,56.8
1981,florida,56.9
1982,florida,57.4
1983,florida,57.6
1984,florida,59.2
1985,florida,60.0
1986,florida,60.1
1987,florida,61.6
1988,florida,62.7
1989,florida,63.2
1990,florida,62.6
1991,florida,62.6
1992,florida,61.9
1993,florida,62.0
1994,florida,62.3
1995,florida,62.4
1996,florida,61.9
1997,florida,62.2
1998,florida,62.6
1999,florida,62.8
2000,florida,63.0
2001,florida,63.7
2002,florida,62.2
2003,florida,61.6
2004,florida,61.3
2005,florida,61.8
2006,florida,62.5
2007,florida,63.6
2008,florida,63.6
2009,florida,62.3
2010,florida,61.4
2011,florida,61.2
2012,florida,60.6
2013,florida,60.3
2014,florida,59.9
2015,florida,59.5
2016,florida,59.2
2017,florida,59.3
2018,florida,59.2
2019,florida,59.1
2020,florida,59.5
2021,florida,57.5
2022,florida,58.9
2023,florida,59.3
2024,florida,59.4
