1976,delaware,62.1
1977,delaware,62.3
1978,delaware,62.9
1979,delaware,64.2
1980,delaware,64.5
1981,delaware,64.1
1982,delaware,64.7
1983,delaware,64.4
1984,delaware,65.3
1985,delaware,66.3
1986,delaware,66.7
1987,delaware,67.5
1988,delaware,68.1
1989,delaware,69.8
1990,delaware,70.6
1991,delaware,69.7
1992,delaware,69.1
1993,delaware,69.2
1994,delaware,70.0
1995,delaware,69.7
1996,delaware,67.9
1997,delaware,68.2
1998,delaware,67.4
1999,delaware,67.8
2000,delaware,68.2
2001,delaware,70.4
2002,delaware,68.5
2003,delaware,66.8
2004,delaware,66.9
2005,delaware,66.0
2006,delaware,67.6
2007,delaware,67.0
2008,delaware,66.6
2009,delaware,65.3
2010,delaware,62.2
2011,delaware,62.1
2012,delaware,61.9
2013,delaware,61.2
2014,delaware,60.8
2015,delaware,61.6
2016,delaware,62.2
2017,delaware,61.9
2018,delaware,62.1
2019,delaware,62.2
2020,delaware,61.2
