1976,new york,58.0
1977,new york,58.1
1978,new york,58.7
1979,new york,60.0
1980,new york,60.3
1981,new york,60.0
1982,new york,59.5
1983,new york,59.2
1984,new york,59.3
1985,new york,59.8
1986,new york,61.4
1987,new york,61.4
1988,new york,61.8
1989,new york,62.5
1990,new york,62.8
1991,new york,62.2
1992,new york,61.7
1993,new york,62.0
1994,new york,61.5
1995,new york,61.2
1996,new york,61.1
1997,new york,62.6
1998,new york,63.2
1999,new york,63.0
2000,new york,63.0
2001,new york,62.5
2002,new york,62.8
2003,new york,63.0
2004,new york,62.3
2005,new york,62.8
2006,new york,63.2
2007,new york,62.7
2008,new york,62.8
2009,new york,63.4
2010,new york,62.6
2011,new york,62.0
2012,new york,61.6
2013,new york,61.8
2014,new york,61.1
2015,new york,60.6
2016,new york,60.8
2017,new york,60.6
2018,new york,60.5
2019,new york,60.6
2020,new york,61.0
2021,new york,59.0
2022,new york,60.0
2023,new york,60.6
2024,new york,61.4
